,menus.description,menus.name
27703,"All white meat chicken, mild red sauce, mild real cheddar cheese, fresh lettuce and tomato in a soft flour tortilla.",Taco
27704,"All white meat chicken, spicy green sauce, sour cream, mild real cheddar cheese and fresh lettuce in a soft corn tortilla.",Taco
27707,"Lightly battered, cabbage, onion, cilantro, salsa rosa, baja aioli, corn tortillas, lime",Taco
27708,"Grilled chicken, cheese, lettuce, tomato",Taco
27710,"Tripas, huitlacoche, hongos, lengua, flor de calabaza, chorizo, barbacoa",Taco
27711,"Surtido, carnitas, pastor, cabeza, buche, chicharron, picadillo, pollo, asada",Taco
27712,Cualquier carne con nopales,Taco
27713,"Surtido, carnitas, pastor, cabeza, buche, chicharron, picadillo, pollo, asada. tripas, lengua, barbacoa, chorizo, burritos",Taco
27714,"Spicy slaw, chimichurri aioli, white corn tortillas",Taco
27716,"Beef or chicken. with onions, olives, tomatoes, cheddar cheese and lettuce",Taco
27717,"Soft flour tortillas, grilled chicken or steak, onions, bell peppers and monterey jack cheese. Served with guacamole and sour cream",Taco
27718,"Corn tortillas with marinated pork, grilled onions and pineapple. Served with pico de gallo and avocado slices",Taco
27727,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27730,"guajillo salsa, onion, cilantro",Taco
27731,"mango-pineapple salsa, cilantro, lime",Taco
27735,"corn tortilla, roasted tomatillo, salsa roja, lime",Taco
27736,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27738,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27742,"3 tacos, rice, and beans.",Taco
27752,"Crisp flour tortilla shell filled with beans, your choice of beef or chicken, lettuce, cheese, tomatoes, guacamole, sour cream and olives",Taco
27753,"Crisp corn tortilla filled with shredded beef, chicken, or pork, lettuce, cheese and tomato",Taco
27758,"Two corn tortillas, beans. choice of meat, and fresh salsa, cheese and avocado.",Taco
27759,"Iwo corn tortillas,  with choice of meat,  few beans and fresh salsa.",Taco
27761,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27763,"Avocado, mango relish, citrus cole slaw, flour tortillas",Taco
27766,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27768,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27769,"three soft fresh handmade corn tortillas with your choice of flame-broiled meat (steak, adobada or carnitas) filled with diced tomatoes, onions and cilantro. served with a sice of rice, beans and guacamole.",Taco
27770,"two handmade tortillas served with breaded cod fillets, topped with lettuce, tomatoes, onions, cilantro and sour cream. served with rice and beans.",Taco
27776,choice of chicken or ground beef.,Taco
27777,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27778,"With white sauce, cabbage, salsa fresca and cheese",Taco
27779,"With guacamole, lettuce, tomato and cheese",Taco
27780,6 tacos al carbon and fresh salsa,Taco
27781,Lightly battered fish fillet drizzled with creamy lime sauce and spicy fire-roasted chipotle salsa and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
27782,Lightly battered fish fillet drizzled with creamy lime sauce and spicy fire-roasted chipotle salsa and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
27784,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
27785,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
27794,"Fried, blackened or grilled flounder with lettuce, pineapple mango pico and black beans on flour or corn tortillas with choice of tabasco remoulade or tarter sauce.",Taco
27795,Served with chips and salsa,Taco
27796,"Fajita beef or chicken, lettuce, pineapple mango, pico and chipotle mayo",Taco
27799,Lightly battered fish fillet drizzled with creamy lime sauce and spicy fire-roasted chipotle salsa and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
27801,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
27803,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27804,"Blackened white fish topped with pico de gallo, cabbage and a chipotle sauce inside a flour tortilla.",Taco
27805,"2 fish tacos, rice, beans, chips and salsa",Taco
27809,"Grilled shrimp, sauteed bell peppers and onions, lettuce, cheese and sliced avocado",Taco
27810,"Grilled fish, sauteed belt peppers and onions, natural sauce, lettuce, cheese and sliced avocado",Taco
27811,"Corn tortilla, fried fish, baja sauce, lettuce, cheese and sliced avocado",Taco
27813,"Three flour tortillas filled with shrimp, jalapenos, monterey jack cheese, and bacon. served with sliced avocado, rice, and a cheese puff",Taco
27814,"Three beef, chicken, or pork fajita tacos. served with rice, pico de gallo, guacamole and charro beans",Taco
27816,"Three shredded beef or chicken grilled tacos with lettuce, tomato, avocados, and monterey jack cheese. served with rice and beans.",Taco
27817,3 ground beef crispy taco. served with rice and beans.,Taco
27818,"2 tacos with grilled tilapia, slaw, fruit pico, coconut peanut rice, cilantro chimichurri, huli-huli sauce",Taco
27819,With salsa t sour cream,Taco
27820,"Fried fish of the day with lettuce, pico de gallo, chipotle aioli, with black beans and rice",Taco
27821,"Potato skins loaded with seasoned beef, tomatoes, and cheddar cheese with sour cream and salsa",Taco
27822,"Two soft flour tortillas with scrambled egg, cheddar cheese and choice of ham, bacon, or sausage, topped with fresh pico de gallo",Taco
27824,Taco plate,Taco
27827,"Pulled Pork or Fried Avocado, Citrus Slaw, Corn Tortillas, Guajillo Atoll, Lime",Taco
27828,"Mahi Mahi, Pico de Gallo, Lemon Aioli, Cole Slaw, Cilantro",Taco
27829,"Three soft corn tortillas filled with marinated grilled chicken topped diced onions and fresh cilantro. Served with rice, beans sides of guacamole and salsa verde",Taco
27830,"Three soft corn tortillas filled with adobo marinated pork. Topped diced onions and fresh cilantro. Served with rice, beans sides of guacamole and salsa verde",Taco
27831,"Three soft corn tortillas filled with adobo and pineapple marinated pork. Topped diced onions and fresh cilantro. Served with rice, beans sides of guacamole and salsa verde",Taco
27834,Soft flour tortillas filled with ground beef or shredded chicken lettuce tomato and cheese,Taco
27835,"Corn tortilla rolled with cheese and fresh diced onions smothered your choice of traditional mole, aguacate or tomato sauce, served with a flour tortilla filled with ground beef or shredded chicken",Taco
27837,"Meat, cilantro, onions, tomato, sour cream",Taco
27838,Two soft corn tortillas filled with grilled steak and lettuce.,Taco
27839,"Two soft corn tortillas filled with seasoned sauteed shrimp, onion,  cilantro served with black beans and rice",Taco
27841,"Two soft corn tortillas filled with tender seasoned roast pork,  lettuce, guacamole and spicy pico de gallo.",Taco
27842,Chicken or beef or one of each in a soft or hard shell.,Taco
27843,"One chicken or beef taco and one spinach, cheese, chicken or beef enchilada.",Taco
27844,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27847,"Fried fresh local mahi served on flour tortillas (2) with lettuce, guacamole, pineapple mango salsa, and cilantro aioli. Served with house chips and salsa",Taco
27849,"White sauce, romano, seasoned ground beef, red onion, lettuce, tomato, cheese sauce",Taco
27850,"Tilapia, sweet cabbage, tomato, cheese, thai chili sauce, hand cut fries",Taco
27851,"Mahi Mahi, pineapple salsa, spicy aioli, slaw",Taco
27852,"Pineapple Black Bean Salsa, Spicy Mayo",Taco
27854,"Chicken, beef, fish, mushroom and pork",Taco
27855,"Cilantro rice, black beans, choice of chicken, beef, fish, mushroom or pork",Taco
27857,"Cilantro rice, black beans",Taco
27858,"With lettuce, tomato, fish taco sauce and a mango salsa",Taco
27859,"With lettuce, tomato, fish taco sauce and a mango salsa",Taco
27860,"Beer battered cod with shredded cabbage, cheddar cheese, tomato and our chipotle fish taco sauce",Taco
27861,"Steamed asian buns with roasted pork, marinated cucumbers, carrots and onion with chilies, cilantro and sesame seeds",Taco
27863,"Soft corn tortillas filled with grilled or crispy tempura fish, avocado, tomato, onions, cilantro and crema. Served with black beans and rice",Taco
27865,"Soft corn tortillas filled with spicy chicken, cheese, avocado,tomato, onions and cilantro. Served with black beans and rice",Taco
27866,2 for,Taco
27867,2 for,Taco
27869,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27871,"Two tortillas filled with grilled vegetables (mushrooms, onions, green and red bell peppers) . Served with beans, guacamole and Mexicana sauce. Prepared with your choice of corn or flour tortillas. To ensure proper cooking and preparation, tacos must be the same.",Taco
27872,"Prepared with beef tenderloin tips in a spicy or mild tomato sauce. Served with rice, beans and guacamole. Prepared with your choice of corn or flower tortillas. To ensure proper cooking and preparation, tacos must be the same.",Taco
27873,"Choice of beef, chicken or cheese. Topped with guacamole. Served with rice and beans. Prepared with your choice of corn or flour tortillas. To ensure proper cooking and preparation, tacos must be the same.",Taco
27874,"Corn or flour tortilla and choice of beef, chicken or cheese.",Taco
27875,"Broiled tilapia, lightly seasoned with chipotle, and topped with lettuce, cabbage, and carrots. Served with chipotle ranch, rice and beans. Prepared with your choice of corn or flower tortillas. To ensure proper cooking and preparation, tacos must be the same.",Taco
27876,"Beef or chicken fajitas. Served with rice, beans and guacamole. Prepared with your choice of corn or flower tortillas. To ensure proper cooking and preparation, tacos must be the same.",Taco
27877,Served with rice and beans.,Taco
27878,Choice of beef or chicken.,Taco
27880,"Grilled Day Boat Fresh Catch, Yucatan onions, lime and a sweet and spicy mango-aji amarillo sauce",Taco
27881,"Chicken, steak, or carnitas topped with cheese",Taco
27882,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27883,Three crispy or soft tacos,Taco
27885,"(serves 4-6 people) , 6 tacos al carbon and fresh salsa, fresh salsa",Taco
27886,"Cheese, Picante Sauce, Hamburger, Tomatoes, Black Olives, Topped with lettuce",Taco
27889,"Fresh guacamole, cheese, salsa fresca and lettuce. Chicken taco drizzled with chipotle sauce. With chicken or steak.",Taco
27892,"Cheese crusted tortilla, carnitas, bacon chorizo, chipotle, cumin crema, guacamole, roasted garlic, cilantro",Taco
27893,A la carte,Taco
27894,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27895,"Asada, carnitas or chicken",Taco
27898,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27899,Crispy chicken tacos,Taco
27900,"choice of street taco with mexican black beans, tomato cumin rice",Taco
27903,Lightly battered fish fillet drizzled with creamy lime sauce and spicy fire-roasted chipotle salsa and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
27905,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
27907,With Fries and Can Pop,Taco
27908,With Fry and Can Pop,Taco
27911,Beef and Chicken,Taco
27912,Chicken,Taco
27914,"Choice of corn or flour tortillas. with fresh guacamole, rice and refried beans",Taco
27915,"Two soft flour tortillas with your choice of protein or veggies, Jack cheese, lettuce and salsa. Served with a drink and any side item or dessert",Taco
27916,"Two Blackened fish tacos with cabbage slaw, lime, cilantro and chipotle sour cream. Served with a drink and any side item or dessert",Taco
27918,Taco beef and cheese in a soft flour tortilla or crispy taco shell,Taco
27919,"3 tacos served with grilled pineapple and mango salsa, sriracha aioli, shaved cabbage and fresh cilantro leaves, side lemon parsley mofongo.",Taco
27920,"3 Soft shell tacos stuffed with avocado, black bean corn salsa, blackened salmon and cilantro cream cheese aioli.",Taco
27921,"A soft shell taco stuffed with avocado, black bean corn salsa, blackened salmon and cilantro cream cheese aioli.",Taco
27924,"Spicy aioli, shredded cabbage, tomato, avocado, soft flour tortilla",Taco
27925,"Crispy cod, spicy aioli, shredded cabbage, tomato, avocado, soft flour tortilla",Taco
27926,"Mango salsa, diakon radish, sweet potato puree, cilantro",Taco
27927,"Crispy cod, spicy aioli, shredded cabbage, tomato, avocado, soft flour tortilla",Taco
27928,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27933,"Choice of meat, chopped onions, cilantro, red chili salsa, cotija cheese in a fresh grilled organic corn tortilla",Taco
27934,"Shrimp pan seared with cajun spices, salsa, onions and garlic on cilantro lime rice topped with chipotle dressing, pico de gallo salsa, in fresh grilled organic corn tortillas",Taco
27935,"Blackened strips of mahi mahi, fresh cabbage slaw, chipotle dressing topped with pico de gallo salsa in fresh grilled organic corn tortillas",Taco
27940,"Regal Springs Tilapia, Pico de Gallo, Spicy Mayo",Taco
27941,"Blackened, Fried, or Grilled",Taco
27942,"Fresh tortilla, napa cabbage slaw, wasabi mayo",Taco
27944,"Blackened white fish topped with pico de gallo, cabbage and a chipotle sauce inside a flour tortilla.",Taco
27945,"Seasoned ground beef with chili, topped with shredded lettuce, tomato and cheese",Taco
27946,"Beer battered lobster meat, coleslaw, cilantro dressing.",Taco
27947,"Citrus coleslaw, cilantro dressing, salsa roja, tortilla chips.",Taco
27949,Beans (black or refried) and melted cheese,Taco
27951,"Char-broiled beef or chicken fajitas wrapped in fresh flour tortillas topped with chile con queso. served with rice, frijoles a la charra, sour cream and pico de gallo.",Taco
27952,"Two corn tortillas filled with fajita beef or chicken, pico de gallo and melted monterrey jack cheese. served with rice and beans.",Taco
27955,"Two soft flour tortillas with your choice of protein or veggies, Jack cheese, lettuce and salsa. Served with a drink and any side item or dessert",Taco
27956,"Two Blackened fish tacos with cabbage slaw, lime, cilantro and chipotle sour cream. Served with a drink and any side item or dessert",Taco
27962,"Three tacos with your choice of fillings (beef, bean, chicken, or guacamole) are served with mexican rice and refried beans.",Taco
27963,"Roasted tomatoes nestled into soft flour tortillas with lime aioli, shredded lettuce, scallions and cilantro",Taco
27964,"Zesty fried salmon nestled in two soft flour tortillas with lime aioli, tomato, shredded lettuce, scallion and cilantro",Taco
27965,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27967,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27969,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
27971,"Carne asada, cheese, pico de gallo salsa, potatoes, wrapped in a flour tortilla.",Taco
27972,"3 battered and fried mahi mahi tacos with pineapple cabbage slaw and avocado ranch, spicy white rice, black beans",Taco
27973,"Crispy tortillas, guacamole, house salsa, chihuahua cheese, sour cream, lettuce, fries",Taco
27975,"Soft flour tortilla with ground beef, tomato salsa lettuce and cheddar cheese.",Taco
27980,Two tacos (meat or veggie),Taco
27982,Two tacos (meat or veggie) and two side orders,Taco
27983,"Lettuce, tomatoes, jack cheese, guacamole, sour cream and house dressing in a large flour tortilla shell",Taco
27984,"Your choice of asada, pollo, carnitas, or al pastor, over a layer of oaxaca black beans, topped with lettuce and pico de gallo in a soft shell corn tortilla",Taco
27986,"Grilled shrimp, queso blanco, avocado, pico de gallo",Taco
27987,"Grill shrimp, queso blanco, avocado, pico de gallo",Taco
27989,"Shredded pork, pineapple, cilantro, queso blanco, chipotle sauce",Taco
27990,"Pulled pork, refried beans, queso blanco, sweet plantain shreds, sour cream, avocado sauce",Taco
27991,"Shredded pork, pineapple, cilantro, queso blanco, chipotle sauce",Taco
27992,"Mahi mahi ceviche, soft corn tortillas, guacamole, lettuce, spicy sour, queso fresco, cilantro",Taco
27993,"Pulled pork, refried beans, queso blanco, sweet plantain shreds, spicy sour cream, avocado sauce",Taco
27994,"Lettuce, tomatoes, onions, chilles, queso fresco, choice of meat",Taco
27996,"Blackened salmon in soft corn tortillas with crunchy red cabbage, fresh corn and pico de gallo. Topped with avocado lime salsa and served with shredded lettuce, spanish rice and fresh lime wedges",Taco
27997,"Corn tortillas, seasoned white fish, cilantro slaw, pico de gallo, lime crema",Taco
27998,"Fresh grilled fish, shredded cabbage, white corn tortilla, cilantro lime aioli",Taco
28000,"Soft flour tacos, blackened white fish, ginger Mandarin dressing, Asian slaw, wasabi aioli",Taco
28001,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
28002,"Refried beans, sausage, lettuce, tomatoes,  black olives, tortilla chips, cheddar cheese",Taco
28014,"Shrimp, cabbage, pico de gallo and taco sauce",Taco
28015,"Breaded tilapia, cabbage, pico de gallo and taco sauce",Taco
28016,Shredded pork and guacamole,Taco
28017,"Carne asada, cilantro, onions, guacamole",Taco
28018,"Beef, chicken, pork or meatless",Taco
28019,"Baja Fish, Beef, Yucatan Chicken, Black Bean Salsa, Pepper Creme, Micro Cilantro",Taco
28020,Black Bean and Pickled Corn Salsa,Taco
28021,"two tacos, blackened fresh fish, pico de gallo, cilantro, salsa verde, chips, guacamole",Taco
28022,"Choice of chicken, beef, carnitas, alpastor",Taco
28024,Fish,Taco
28025,"Choice of carne asada, chicken or carnitas",Taco
28026,Fish,Taco
28031,"(Raw) Marinated Tuna, Soy Vinaigrette Reduction, Bean Sprouts, Baby Arugula, Tortilla Strips, Cilantro And Kick Ass Cilantro Sauce",Taco
28033,Carne Asada or Grilled Chicken,Taco
28034,Carne Asada or Grilled Chicken,Taco
28035,"Grilled Fish, Shredded Cabbage Pico de Gallo, Cotija Cheese And Spicy Sriracha Cream Sauce",Taco
28037,"Wahoo, avocado, cabbage, pico de gallo  and avocado salsa.",Taco
28038,"Hand breaded fried wahoo, topped with   cabbage, pico de gallo and tangy salsa",Taco
28039,"Any combination of two original baja or americano soft  tacos. served with rice and black or pinto beans. choice  of chicken, pork carnitas, steak, wahoo or shrimp.",Taco
28040,"Grilled corn tortillas with salsa, onions and cilantro.  choice of chicken, pork carnitas, steak or shrimp.",Taco
28046,"Mexican sausage (chorizo) sauteed with onion, potato, cilantro and cheese served with warm corn tortillas, lettuce and sour cream.",Taco
28048,"Charbroiled marinated strips of beef cooked to order, topped with cheese, served with warm corn tortillas, lettuce and sour cream.",Taco
28049,"Roasted pulled pork served with warm, soft corn tortillas, fresh guacamole and lettuce.",Taco
28051,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
28052,"Spiced ground beef topped with chili fresh onion shredded lettuce cheese diced tomatoes, mustard packed in steamed coney bun",Taco
28053,"Potato, venison chorizo, ham or salsa fresca",Taco
28055,"Chicken, or beef tacos, served with house blend cheese, lettuce, and tomato",Taco
28057,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
28058,"Fresh fish, lightly sauteed, served with chopped red cabbage, pico de gallo, lowfat chipotle lime mayo with sour cream and guacamole on the side",Taco
28064,"malanga shell, spicy tuna tartare, mango salsa",Taco
28065,"malanga shell, fried snapper, kimchi aioli, mangosalsa",Taco
28066,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
28067,"Mixed greens, seasoned ground beef, tomato, olives, guacamole, sour cream, house salsa in a flavorful taco shell.",Taco
28068,"Beef short rib tacos, scrambled eggs, new york state sharp cheddar, salsa a la mexicana",Taco
28070,"Lean ground beef, taco seasoning, salsa, American and Cabot Cheddar cheeses. Layered with tortilla chips and topped with a dollop of sour cream.",Taco
28073,"Two soft tortillas with seared Ahi Tuna, green cabbage, sprouts, cucumber and green onion and Sriracha cream.",Taco
28078,"Suadero, asada, lengua, pollo al pastor bistec, carnitas chicharron steak chicken tonge skirt steak spicy pork fried pork and pork skin",Taco
28079,"Rain forest tilapia, flour tortillas, mild, spicy, or hot sauce, local micro greens, salsa, guacamole, pickled red onion, coconut black beans, grilled zucchini. (Can be gluten free)",Taco
28081,"Cheese crusted tortilla, carnitas, bacon chorizo, chipotle, cumin crema, guacamole, roasted garlic, cilantro",Taco
28082,A la carte,Taco
28084,"An edible crispy tortilla bowl filled with lettuce topped with your choice of ground beef, bean, shrimp or chicken topped with cheese, diced tomato, onions and green olives",Taco
28088,"Avocado, cabbage, cotija cheese, chipotle crema, marinated tomato",Taco
28089,"(11am - 4pm) avocado, pickled cabbage, cotija cheese, chipotle remoulade",Taco
28092,"Pico de gallo, cabbage, salsa roja, radish, chipotle cream, cotija cheese, southwest salad",Taco
28093,"Grilled Cod, Cajun Slaw, Avocado, Pico De Gallo",Taco
28094,"Three flour tortillas with tomatoes, cheese, lettuce, honey-chipotle drizzle and ranch dressing.",Taco
28095,"Three flour tortillas with crispy chicken crispers, applewood smoked bacon, tomatoes, cheese, lettuce, honey-chipotle drizzle and ranch dressing.",Taco
28096,"Three flour tortillas with grilled chicken, applewood smoked bacon, tomatoes, cheese, lettuce and ancho-chile ranch dressing.",Taco
28097,"Grilled strips of marinated tenderloin wrapped in hot flour tortillas Garnished with chile con queso, guacamole, and pico de gallo",Taco
28098,"Grilled strips of marinated tenderloin wrapped in hot flour tortillas. Garnished with chile con queso, guacamole, and pico de gallo",Taco
28099,"Beef brisket stuffed into your choice of flour or corn tortillas, garnished with sliced avocado, Feta cheese, and fresh cilantro Spanish rice and charro beans, and homemade pico de gallo A house favorite",Taco
28101,"Two beef or chicken tacos, crispy or soft, your choice",Taco
28102,"Marinated in lime and golden tequila, folded into flour or corn tortillas, topped with Feta cheese, sliced avocado and cilantro, served with a grilled squash medley, charro beans, and our house tomatillo sauce A customer favorite",Taco
28103,"A new favorite Slowsmoked brisket, served in your choice of flour or corn tortillas garnished with Feta cheese, cilantro, avocado wedges, and served with Spanish rice, charro beans and a side of pico de gallo",Taco
28107,Carne asada or carnitas.,Taco
28108,Grilled or battered.,Taco
28110,"Beef, chicken, carne asada, carnitas or fish (grilled or battered) .",Taco
28112,"Blackened white fish topped with pico de gallo, cabbage and a chipotle sauce inside a flour tortilla.",Taco
28114,"choice of mesquite-grilled steak, mesquite-grilled chicken breast, slow-roasted carnitas, or mesquite-grilled fresh fish with pasilla-cilantro rice, served with peruvian beans, fresh avocado relish and sweet corn cake",Taco
28115,"Mesquite-grilled chicken and steak served with shredded cabbage mix, pico de gallo, jack cheese, sour cream, fresh handmade tortillas, pasilla-cilantro green rice, refried black beans, and romaine salad with creamy Cilantro-Pepita dressing and sweet corn cake",Taco
28116,"Traditional fish soft tacos, pineapple mango salsa served with pasilla-cilantro green rice",Taco
28117,"avocado, jalapeno pepper, yuzu dressing",Taco
28124,"Choice of carnitas, shredded beef or chicken in a soft or crispy corn tortilla. With grilled seasoned angus steak, chicken or chicken Oaxaca, extra charge. With grilled prawns, extra charge.",Taco
28126,"Pork Chile Verde, Braised Beef, Grilled Chicken, Cilantro, Chopped Onions, Radish, Pico de Gallo Salsa, Cotija Cheese, Sour Cream, Guacamole, Fresh Limes",Taco
28127,"Pork Chile Verde, Braised Beef, Grilled Chicken, Cilantro, Chopped Onions, Radish, Pico de Gallo Salsa, Cotija Cheese, Sour Cream, Guacamole, Fresh Limes",Taco
28128,"Blackened Tenderloin Tips, Crumbled Blue Cheese, Sun Dried Tomatoes and Tomatillo Salsa",Taco
28129,Two soft flour tortillas filled with beef or chicken.,Taco
28130,Three ground beef or chicken.,Taco
28131,Three ground beef or chicken.,Taco
28133,"Pizza sauce, mozzarella, lettuce, tomatoes, cheddar cheese and salsa.",Taco
28134,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
28136,"Spiced ground beef topped with chili shredded lettuce, shredded cheese and diced tomatoes, packed in a steamed bun. Served with taco sauce.",Taco
28138,Two tacos topped with onions cilantro and whole beans.,Taco
28141,Two tacos topped with onions cilantro and whole beans.,Taco
28144,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
28145,Marinated shrimp bathed in a mild chipotle sauce,Taco
28149,"Zesty fried salmon nestled in two soft flour tortillas with lime aioli, tomato, shredded lettuce, scallion and cilantro",Taco
28150,"roasted tomatoes nestled into soft flour tortillas with lime aioli, shredded lettuce, scallions and cilantro",Taco
28151,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
28152,Lightly battered fish fillet drizzled with creamy lime sauce and spicy fire-roasted chipotle salsa and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
28154,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
28157,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
28158,Blackened Cod served on a corn Tortilla with Mango Salsa and Smoked Sour Cream,Taco
28159,"Fresh guacamole, cheese, salsa fresca and lettuce. Chicken taco drizzled with chipotle sauce. With chicken or steak.",Taco
28162,"Two flour tortillas stuffed with Serrano chile marianted grilled skirt steak, melted artisanal Jack cheese and garlicky whole beans. Topped with roasted habanero salsa and fresh California Hass avocado. Served with Mexican rice and pico de gallo.",Taco
28163,"Two flour tortillas stuffed with crispy beer battered shrimp and topped with cabbage, sweet corn relish and a creamy avocado cilantro sauce. Served with Mexican rice and black beans.",Taco
28168,"Three soft corn tortilla tacos of lightly breaded cod on a bed of shredded cabbage with pico de gallo, drizzled with our chipotle sauce. Served with warm fresh chips and our homemade salsa.",Taco
28169,"Succulent braised pork carnitas sauteed with a little 300 sauce, served on warm corn tortillas and topped with fresh cilantro and chopped onion. Served with lime wedge",Taco
28171,"Cabbage, cilantro, spicy aioli, tomatillo salsa, black bean stew",Taco
28173,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
28174,"An edible crispytortilla bowl filled with lettuce, topped with your choice ofground beef, bean, shrimp or chicken, topped with cheese, diced tomato, onions and green olives",Taco
28176,"3 Tacos with your choice of corn or flour tortilla Served with rice and beans, and your choice of meat",Taco
28177,"Two tacos with a choice of corn or flour tortillas, filled with eggs and Mexican sauce, served with beans",Taco
28178,"crispy fish, Southwestern slaw, mango salsa, corn tortillas, seasonal rice, black beans",Taco
28180,"Seared beef tenderloin, diced cucumbers, topped with avocado and cotija cheese and a drizzle of chipotle cream sauce, served with avocado salsa verde",Taco
28182,"Blackened catfish rolled in flour tortillas with Southwestern slaw, jalapeno mayonnaise, avocado and crispy tortilla strips, served with Asian dipping sauce",Taco
28183,"Crispy corn tortillas filled with zucchini, yellow squash, red bell pepper, green chiles, corn and roasted chile vinaigrette spinach, served with salsa verde and a mixed green salad",Taco
28184,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
28188,"Taco seasoned grilled chicken, hot sauce, shredded cheddar, romaine lettuce, roma tomatoes, zesty avocado spread, toasted in the brick oven",Taco
28189,Octopus,Taco
28190,Crispy or soft,Taco
28192,"6oz Grilled Filet mignon, tres chiles crema grilled onions, queso fresco, sliced avocado",Taco
28193,"8oz Grilled rib eye steak, salsa quemada, caramelized onions, candied bacon, guacamole",Taco
28195,"Wild pacific shrimp in achiote, red cabbage, jalapeno crema",Taco
28197,"Portabello mushroom, panela cheese, caramelized onions, lettuce, salsa quemada, crema, avocado",Taco
28198,"Blue corn crispy tacos, shredded chicken, lettuce, tomatoes, avocado, queso fresco, salsa",Taco
28199,"Beer battered Mahi-Mahi, shredded cabbage, queso, Thai chili remoulade and tropical fruit salsa in soft flour tortillas. Served with black beans and rice",Taco
28200,"Fresh fish and gulf shrimp stuffed in soft tacos with avocado, grated cheddar cheese, pico de gallo, black olives, lettuce and scallions, served with black beans and rice",Taco
28201,"Fresh fish and Gulf shrimp stuffed in soft tacos with avocado, grated cheddar cheese, tomato salsa, black olives, scallions and lettuce",Taco
