,menus.description,menus.name
24355,A steak or chicken burrito with tomato. served with rice and beans.,Burrito
24357,"Beef and bean burrito, topped with cheese and chile con carne. served with rice and refried beans",Burrito
24360,Served with rice and melted beans topped with melted cheese,Burrito
24361,"One enchiladas burrito, rice and beans",Burrito
24362,"Flour tortilla rolled with beef and beans, topped with lettuce, tomato cheese, guacamole and sour cream",Burrito
24364,Fajita burrito and beans,Burrito
24365,Flour tortilla rolled with your choice of chicken or beef and beans topped with melted cheese and enchiladas sauce,Burrito
24366,Your choice of beef or chicken and beans,Burrito
24369,"Egg, refried beans, crispy red potatoes, house made pico de gallo, cheese",Burrito
24370,"eggs scrambled with sauteed tomatoes, peppers, onions and cilantro. wrapped in a whole wheat tortilla. topped with slightly spicy roasted tomato chipotle sauce and melted mozzarella cheese or Parmela cashew cheese. garnished with guacamole. served with breakfast potatoes, turmeric rice, or fresh fruit. can be vegan.",Burrito
24373,"A monster burrito with chicken, cheese, cilantro rice, onions and peppers. Served with guacamole, sour cream, salsa and black beans",Burrito
24379,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24381,"Choice of meat, with beans rice, cheese, lettuce, tomato, chives, black olives, our mild salsa and sour cream",Burrito
24382,"Scrambled eggs with shredded beef, tomato, onion and bell pepper",Burrito
24395,"This taco bell fresco burrito is a warm, soft flour tortilla wrapped around hearty beans, tangy red sauce, diced onions, and fiesta salsa.",Burrito
24401,"A warm, soft, flour tortilla wrapped around hearty beans, real cheddar cheese, tangy red sauce and diced onions.",Burrito
24407,Cabo style or caesar style.,Burrito
24408,"Black beans, rice, jack cheese, onions, cilantro and spicy chipotle  sauce.  choice of chicken, pork carnitas, steak, wahoo or shrimp",Burrito
24409,"Black or pinto beans, rice, cilantro and onions.  choice of chicken, pork carnitas, steak, wahoo or shrimp.",Burrito
24410,"Melted jack cheese, guacamole and pico de gallo.  choice of chicken, pork carnitas, steak, wahoo or shrimp.",Burrito
24412,"Flour Tortilla, Sauteed Seasonal Vegetables, P37 Cheese, Fire Roasted Tomato Con Queso, Cilantro Rice, Chorizo Charro Beans",Burrito
24413,"Steak, Guacamole and Pico De Gallo",Burrito
24415,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24416,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24419,"Flour tortilla loaded with scrambled eggs, bacon, ham, sausage, cheddar and pepperjack cheeses. Served with Fire Roasted Salsa on the side",Burrito
24424,1 flour tortilla with choice of any 1 meat and cheese,Burrito
24431,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With chicken or steak.",Burrito
24432,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With grilled all natural chicken or steak.",Burrito
24433,Melted cheese and salsa fresca. With chicken or steak.,Burrito
24434,Melted cheese and salsa fresca. With grilled all natural chicken or steak.,Burrito
24435,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24437,Tripas,Burrito
24438,With beans,Burrito
24439,With beans,Burrito
24445,"Soft tortilla stuffed with three scrambled eggs, onions, green peppers and chorizo. Covered with salsa, cheese and sour cream",Burrito
24446,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24448,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24450,"Grande Tortilla Stuffed With Meat, Rice, Beans, Cheese, Pico De Gallo and Sour Cream smothered in Ranchero Sauce",Burrito
24451,"Eggs, italian sausage, bell peppers, spinach, onions, hash browns",Burrito
24452,"Wild alaska salmon, baja rice, organic black beans, cheddar, fresh tomato salsa.",Burrito
24453,"All-natural chicken, guacamole, cheddar, organic black beans, fresh tomato salsa. only 19 net carbs in low-carb tortilla.",Burrito
24454,"Wok seared all-natural steak, baja rice, organic black beans, cheddar, fresh tomato salsa.",Burrito
24455,"Herb roasted all-natural chicken, baja rice, organic black beans, cheddar, fresh tomato salsa.",Burrito
24456,"Baja rice, organic black beans, cheddar, fresh tomato salsa.",Burrito
24473,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24479,"With peppers, onions, pickled jalapenos, romaine lettuce, ranchero beans, cheddar and Monterey Jack cheese",Burrito
24480,"With peppers, onions, pickled jalapenos, romaine lettuce, ranchero beans, cheddar and Monterey Jack cheese",Burrito
24481,"Grilled zucchini, portobello mushrooms, corn, pico de gallo, black bean puree and Harpersfield cheese",Burrito
24482,"With peppers, onions, spinach, corn rice and monterey Jack cheese",Burrito
24483,"With peppers, onions, pickled jalapenos, romaine lettuce, ranchero beans, cheddar and Monterey Jack cheese",Burrito
24484,"Grilled zucchini, portobello mushrooms, corn, pico de gallo, black bean puree and Harpersfield cheese",Burrito
24488,"With peppers, onions, pickled jalapenos, romaine lettuce, ranchero beans, cheddar and Monterey Jack cheese",Burrito
24489,"Scrambled eggs, avocado, chorizo, potato, fresh jalapeno, red onion, and melted cheese.",Burrito
24490,"Scrambled eggs, avocado, chorizo, potato, fresh jalapeno, red onion, and melted cheese.",Burrito
24491,"Scrambled Eggs, Homemade Chorizo, Black Beans, Local Tomato, Queso Fresco, House Guacamole",Burrito
24492,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24493,Served on corn tortilla with onions and cilantro.,Burrito
24497,"A large flour tortilla stuffed with shredded beef or chicken, ranchera sauce and cheese, served with sour cream, lettuce, tomatoes and refried beans",Burrito
24501,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
24502,Bacon or Sausage with Country Potatoes and Eggs,Burrito
24503,"salsa molcajete, avocado, lime cilantro crema",Burrito
24506,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24511,Seasoned lean shredded beef and mild real cheddar cheese all wrapped in a warm flour tortilla.,Burrito
24512,"Homemade beans, mild red sauce, and mild real cheddar cheese all wrapped in a warm flour tortilla.",Burrito
24514,"Seasoned lean ground beef, mild red sauce and mild real cheddar cheese all wrapped in a warm flour tortilla.",Burrito
24515,"Homemade beans, spicy green sauce, and mild real cheddar cheese all wrapped in a warm flour tortilla.",Burrito
24516,"Homemade beans, seasoned lean ground beef, mild red sauce and mild real cheddar cheese all wrapped in a warm flour tortilla.",Burrito
24519,"All white meat chicken, mild red sauce and mild real cheddar cheese all wrapped in a warm flour tortilla.",Burrito
24520,"Choice of ground beef, shredded beef, or chicken burrito smothered with red sauce and mild real cheddar cheese. all platters served with seasoned mexican rice, homemade beans, guacamole and sour cream. served with 32oz. drink.",Burrito
24522,"A monster burrito with chicken, cheese, cilantro rice, onions and peppers.  served with guacamole, sour cream, salsa and black beans",Burrito
24527,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With grilled all natural chicken or steak.",Burrito
24528,Melted cheese and salsa fresca. With grilled all natural chicken or steak.,Burrito
24531,"Two burritos covered with cheese sauce, lettuce, tomatoes and sour cream",Burrito
24532,"A flour tortilla with refried beans, grilled beef or chicken and cheese. topped with green tomatillo sauce. served with rice, pico de gallo, quacamole and lettuce",Burrito
24533,"One bean burrito, one cheese burrito topped with lettuce, cheese, and sour cream",Burrito
24534,Order of two (2) burritos,Burrito
24536,"One burrito with sauce, topped with cheese and lettuce",Burrito
24538,"Eggs scrambled with tomato and onion, with your choice of potatoes, rice and cheese or chorizo wrapped in a tortilla. Combo of papas and chorizo",Burrito
24539,Refried beans with rice and jack cheese.,Burrito
24540,Refried beans with rice and jack cheese,Burrito
24553,"A flour tortilla stuffed with obbs own berrizo or chicken and salsa topped with diced tomato, red onion, lettuce, burrito sauce and cheddar cheese, served with sour cream, obbs own salsa and fiesta rice. Vegetarian available on request. Try the ipa",Burrito
24556,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With chicken or steak.",Burrito
24557,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With grilled all natural chicken or steak.",Burrito
24558,Melted cheese and salsa fresca. With chicken or steak.,Burrito
24559,Melted cheese and salsa fresca. With grilled all natural chicken or steak.,Burrito
24563,El pollo loco roja wet burrito is an indulgent and hearty chicken burrito that is smothered in a flavorful colorado sauce and served with our fresh hand-made guacamole and creamy sour cream.,Burrito
24565,"El pollo loco chicken avocado burrito is stuffed with our citrus-marinated flame-grilled chicken, fresh avocado, cabbage and creamy cilantro dressing.",Burrito
24567,Ground beef or vegetarian,Burrito
24568,"Eggs, chili, cheddar cheese, onion and potatoes, served with fresh fruit or potatoes.",Burrito
24569,"Eggs, spinach, onions, bell peppers, tomatoes, mushrooms, potatoes, jack and cheddar cheese.",Burrito
24570,"Scrambled eggs, chorizo, cheddar cheese, tomato, onion, cilantro, home fries",Burrito
24573,"Our take on the Mexican burrito-a flour wrap with rice, meat, veggies (cabbage, lettuce, onions) and spicy house salsa",Burrito
24577,"Bacon, Eggs, Mozzarella Cheese, Pico de Gallo, Arugula",Burrito
24585,"egg, potato, bacon, avocado, green chile sauce",Burrito
24587,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24588,"Chicken or pork tenderloin, marinated in spicy chipotle sauce.",Burrito
24595,"Slow smoked pulled pork tucked away in a flour tortilla with cheddar cheese, guacamole, coleslaw and sour cream",Burrito
24613,Smothered Burrito Red or Green Sauce,Burrito
24614,Breakfast Burrito,Burrito
24615,Choice of Meat,Burrito
24618,"Steak, onion, bell pepper and tomato",Burrito
24624,"Shrimp tempura, crabmeat, avocado wrapped with soy paper",Burrito
24627,"Flour tortilla filled with grilled steak, refried beans, cheese and salsa Ranchero. Served with rice and salad garnish",Burrito
24629,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
24630,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
24636,"Filled with a medley of mixed vegetables, whole beans, rice, lettuce, tomatoes, guacamole, sour cream and pico de gallo",Burrito
24641,"Sauteed steak and shrimp, whole beans, rice, lettuce, cheese, guacamole and pico de gallo",Burrito
24642,"Grilled chicken. Whole beans, rice. Lettuce, cheese, guacamole and pico do gallo",Burrito
24643,"Marinated steak, whole beans, rice, lettuce. Cheese, guacamole and pico de gallo",Burrito
24645,"Roasted pork, whole beans, rice, lettuce, cheese, sour cream and pico de gallo",Burrito
24646,"Beef, chicken, bean, or rice",Burrito
24647,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24655,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24657,"Organic Eggs, Poblanos, Onions, House made Chorizo, Black Beans, Guacamole, Cheddar Cheese, Salsa Rojo",Burrito
24661,"With chicken breast, rice, black or pinto beans, cheddar and monterey jack cheese",Burrito
24662,"Zucchini, onions, garlic, tomato, black beans and cheddar and monterey jack.",Burrito
24663,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24667,"Scrambled eggs, red potatoes, chorizo, black bean puree, white cheddar wrapped in a flour tortilla, smothered in green chili or a smoky red chili sauce, with guacamole and sour cream",Burrito
24668,"Pico de gallo, jack cheese, salsa ranchera and sour cream. with rice and refried beans",Burrito
24674,"Marinated ribeye with onions, peppers, and tomato, pico, jalapenos and guacamole. Served with two sides",Burrito
24675,"Sauteed onions, chile colorado, pico de gallo and lime sour cream. Served with two sides chicken 10.0o beef 12.00",Burrito
24676,"Chipotle and lime roasted shrimp, cilantro, rice, black beans, pico de gallo, lime and sour cream",Burrito
24677,"The basic big, bad burrito with rice, beans, guac, sour cream, lettuce, pico de gallo, chicken, ground beef or al",Burrito
24682,"Sauteed onions, chile colorado, pico de gallo and lime sour cream. Served with two sides chicken 10.0o beef 12.00",Burrito
24684,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
24691,"Chorizo, whole beans, rice and cheese",Burrito
24692,"Pieces of pork, whole beans, red chile",Burrito
24693,"Egg, whole beans, rice and cheese",Burrito
24694,"Meat, potatoes, and chives with red chile and cheese",Burrito
24696,"Large flour tortilla, scrambled eggs, bacon, hash browns, cheddar. Avocado and fresh salsa",Burrito
24699,"Filled with beans, lettuce, tomato and your choice of ground beef, chicken, flank steak or pork (al pastor) . topped with sour cream and guacamole.",Burrito
24702,"A flour tortilla filled with jumbo prawns, zucchini, rice, refried beans, sour cream, salsa fresca and avocado. covered with diabla sauce and jack cheese",Burrito
24706,"A large flour tortilla filled with sauteed streak, a fresh tomato sauce and refried beans topped with gucamole.",Burrito
24707,"A large flour tortilla filled with our special carnitas michoacan style and olla bans, topped with guacamole and salsa fresca",Burrito
24708,"A flour tortilla filled with fresh grilled marinated breast, olla beans, salsa fresca and guacamole",Burrito
24709,Tender beef sauteed in our homemade guajillo sauce wrapped with refried beans in a flour tortilla. covered with enchiladas sauce and cheddar cheese,Burrito
24710,"Fresh grilled seasonal vegetables finished with sauteed fresh tomato sauce, mushrooms and jack cheese",Burrito
24711,"Chile verde, steak, colorado, carnitas or chicken",Burrito
24714,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24715,"Grilled spicy ground beef and lamb, onions, tomatoes, parsley and rice wrapped with homemade tortilla",Burrito
24720,Cabo style or caesar style.,Burrito
24721,"Black beans, rice, jack cheese, onions, cilantro and spicy chipotle  sauce.  choice of chicken, pork carnitas, steak, wahoo or shrimp",Burrito
24722,"Black or pinto beans, rice, cilantro and onions.  choice of chicken, pork carnitas, steak, wahoo or shrimp.",Burrito
24723,"Melted jack cheese, guacamole and pico de gallo.  choice of chicken, pork carnitas, steak, wahoo or shrimp.",Burrito
24725,"chorizo, cilantro salsa, queso fresca",Burrito
24726,"Stuffed with rice, refried beans, cheese, pico de gallo and side of sour cream and guacamole.",Burrito
24730,"Large flour tortilla stuffed with chile verde, beans, rice and guacamole, smothered with house sauce",Burrito
24731,"tofu, turmeric, quinoa, anasazi bean, pico de gallo",Burrito
24735,"Scrambled egg, cheddar cheese, potato, red pepper, onion and pico de gallo wrapped in a spinach tortilla and topped with tomatillo sauce",Burrito
24737,"A soft flour tortilla filled with seasoned beef. Retried beans, lettuce, fresh salsa, and cheddar jack cheese. Topped with chil verde and sour cream.",Burrito
24739,"A soft flour tortilla filled with seasoned beef. Retried beans, lettuce, fresh salsa, and cheddar jack cheese. Topped with chil verde and sour cream.",Burrito
24741,"Creamy Seasoned Organic Black Beans, Organic Brown Rice, Colby Jack Cheese, Pico de Gallo, Organic Sour Cream and your choice of Cupboard Sauces in our Giant Organic Whole Wheat Tortilla",Burrito
24743,A flour tortilla filled,Burrito
24750,"A flour tortilla filled with Mexican sausage scrambled with eggs. then topped with a mild red sauce, melted monterey jack cheese, onions, tomatoes, grated cheese, sour cream and guacamole.",Burrito
24751,"A flour tortilla filled with your choice of beef, chicken, pork or beans. Topped with a mild red sauce and melted monterey jack cheese.One or two burritos.",Burrito
24752,"A whole wheat tortilla filled with spanish rice and whole pinto beans. Topped with a mild red sauce, melted monterey jack cheese, lettuce, guacamole, sour cream, olives, tomatoes, corn and red bell peppers. Served with whole black beans.",Burrito
24753,"Beef, chicken, pork or beans",Burrito
24754,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24755,"Scrambled eggs, sausage, Monterey Jack cheese, and Pico de Gallo salsa",Burrito
24757,El pollo loco roja wet burrito is an indulgent and hearty chicken burrito that is smothered in a flavorful colorado sauce and served with our fresh hand-made guacamole and creamy sour cream.,Burrito
24759,"El pollo loco chicken avocado burrito is stuffed with our citrus-marinated flame-grilled chicken, fresh avocado, cabbage and creamy cilantro dressing.",Burrito
24760,"A flour tortilla packed with shrimp, onions, rice, tomatoes, cilantro and ranchero sauce.",Burrito
24764,"A flour tortilla packed with shrimp, onions, rice, tomatoes, cilantro and ranchero sauce.",Burrito
24766,Red Chile Burnito,Burrito
24767,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
24768,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
24769,"Rice, beans, meat or roasted veggies, pico de gallo, served on a plate sans tortilla",Burrito
24770,"Bacon, ham, sausage, hash browns, scrambled eggs and cheddar and jack cheese, wrapped in a chipotle tortilla and served with fruit.",Burrito
24783,"Egg, bacon, cheese, and pico de gallo on a toasted wrap",Burrito
24787,"Tender pieces of chicken breast sauted with garlic and mushrooms, then bathed in a Stroganoffstyle cream sauce laden with peas, pepper, and a slight tang of lemon All wrapped with Fontina cheese in a flour tortilla",Burrito
24788,"Fresh crawfish tail meat sauted with roasted red peppers, mushrooms, and garlic Tossed in a spicy tomato cream sauce then wrapped in a flour tortilla",Burrito
24791,"Flour tortilla, sausage, potato, pepper jack cheese, salsa, ancho-tomato avocado sauce, scrambled eggs",Burrito
24792,"Scrambled eggs, grilled steak, pepperjack cheese, shredded jack and cheddar cheeses and fresh salsa wrapped in a warm flour tortilla.",Burrito
24793,"Scrambled eggs, sausage, ham, bacon bit, hash brown nuggeh, shredded jack and cheddar cheeses and fresh salsa wrapped in a warm flour tortilla.",Burrito
24794,"Scrambled eggs, two strips of bacon, shredded jack and cheddar cheeses wrapped in a warm flour tortilla",Burrito
24797,"Flour tortilla loaded with scrambled eggs, bacon, ham, sausage, cheddar and pepperjack cheeses. Served with fire roasted salsa on the side",Burrito
24799,Choice of one side vegetarian,Burrito
24801,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24802,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
24803,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
24804,2 scrambled eggs wrapped in a burrito shell,Burrito
24805,"scrambled egg, chicken sausage, salsa verde, avocado",Burrito
24806,"scrambled egg, fresh salsa, pork sausage, cheddar, side of home fries",Burrito
24807,"egg, roasted poblano, husk -roasted corn, tomatoes",Burrito
24810,"Grilled peppers, onions",Burrito
24813,"Salsa chicken, mexican white cheese, onion, tomato, black olives, sour cream, and avocado",Burrito
24814,"Refried beans, mexican white cheese, onion, tomato, black olives, sour cream, and avocado",Burrito
24815,"Refried beans, mexican white cheese, onion, tomato, black olives, and sour cream",Burrito
24816,"Refried beans, mexican white cheese, onion and tomato",Burrito
24817,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24821,"Choice of a chicken, beef or pulled pork burrito filled with black beans, red rice, cotija cheese, cilantro",Burrito
24824,"Scrambled eggs, rajas, bacon, potatoes, cheese, guacamole, pico de gallo, sour cream, salsa roja",Burrito
24825,"Spinach tortilla stuffed with three eggs, blackened potatoes, green onion, spinach, chorizo sausage, and tillamook pepperjack. Served with pico de gallo, sour cream, and fresh fruit bowl.",Burrito
24827,Ground beef chicken,Burrito
24829,Everything in,Burrito
24830,"Mild, medium, hot, mucho loco",Burrito
24831,"Skyline black beans and rice in a soft tortilla, topped with more black beans and rice, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
24832,"Skyline black beans and rice in a soft tortilla, topped with more black beans and rice and shredded cheddar cheese.",Burrito
24833,"Skyline chili in a soft tortilla, topped with more chili, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
24834,"Skyline chili in a soft tortilla, topped with more chili and shredded cheddar cheese.",Burrito
24835,"Skyline chili bean mix in a soft tortilla, topped with our secretrecipe chili, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
24836,"Skyline chili bean mix in a soft tortilla, topped with our secret-recipe chili and shredded cheddar cheese.",Burrito
24837,"Potato, bacon, onion, chile verde, cheese scrambled eggs, side of sour cream, salsa",Burrito
24838,"Potato, cheese, sour cream, refried beans, spanish rice",Burrito
24839,"Potato, onion, cheese, red chile sauce, sour cream, flour tortilla black beans, spanish rice",Burrito
24844,"Warm Flour Tortilla Filled With Scrambled Eggs, Your Choice Of Bacon, Chorizo, Sausage Or Ham, Bell Peppers, Cheddar Cheese, Home Style Potatoes And Mild Salsa On The Side",Burrito
24846,"Flour tortilla loaded with scrambled eggs, bacon, ham, sausage, cheddar and pepperjack cheeses. Served with fire roasted salsa on the side",Burrito
24847,"(rice, beans, lettuce, pico de gallo)",Burrito
24854,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24855,"Poblano rice, avocado, pico de gallo, queso oaxaca, crema",Burrito
24856,"Scrambled eggs, chorizo, mexican cheese, potatoes, picked jalapeno,crema, oaxaca cheese, flour tortilla",Burrito
24860,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With chicken or steak.",Burrito
24861,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With grilled all natural chicken or steak.",Burrito
24862,Melted cheese and salsa fresca. With chicken or steak.,Burrito
24863,Melted cheese and salsa fresca. With grilled all natural chicken or steak.,Burrito
24864,"Stuffed with roasted mushroom, onion, peppers, rice and jack cheese. Topped with enchilada sauce and sour cream",Burrito
24865,"Sauteed veggies, pinto beans and organic rice wrapped in a whole wheat chapati topped with ranchero sauce, cheese sour cream and guacamole. With salad garnish. Sub soy cheese, omit sour cream Sub soy cheese.",Burrito
24869,Free-range scrambled eggs. Cheese. Breakfast potatoes. Avocado and salsa fresca in an organic whole wheat chapati,Burrito
24870,"Tofu scramble, vegan cheese, breakfast potatoes, avocado and salsa fresca in an organic whole wheat chapati.",Burrito
24872,"Pollo (chicken) carne asada (steak) or al pastor (famous mexican pork) wrapped in a flour tortilla with rice, pico de gallo, fresco cheese, guacamole, sour cream and your choice of spicy or mild salsa on the side.",Burrito
24874,"Wrapped in a flour tortilla with rice, sauteed mushrooms, zucchini,  corn, fresco cheese, epazote, peas and carrots. topped with tomatillo sauce, a spoonful of guacamole,  and sour cream",Burrito
24875,"Served with rice, fresca cheese, and lettuce",Burrito
24876,"braised beef short rib, cilantro lime rice, cumin black beans, vegetables, roasted poblano cream sauce, oaxacan cheese",Burrito
24879,"3 eggs scrambled, texas potatoes, pico de gallo, cheddar cheese, bacon, ham, or sausage",Burrito
24884,"Wet or dry. Served with rice and beans inside choose of chicken, beef, carnitas, carne asada, chile relleno, or chile verde",Burrito
24885,"Three scrambled eggs, cheese, pico de gallo, sour cream, refried beans and cottage potatoes",Burrito
24887,"Wet or dry. Served with rice and beans inside choose of chicken, beef, carnitas, carne asada, chile relleno, or chile verde",Burrito
24889,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24903,"Ground beef, shredded chicken, vegetable, cheese, mushroom or spinach",Burrito
24904,"Ground beef, shredded chicken, vegetable, cheese, mushroom or spinach",Burrito
24906,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24907,"Flour tortilla with Jack cheese, eggs, salsa, and choice of breakfast meat",Burrito
24909,"Pico de Gallo, Chorizo, Scrambled Eggs Asadero Cheese, Guajillo Red Chile Sauce",Burrito
24915,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24916,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24917,Same as shrimp burrito only with fish,Burrito
24918,Choice of meat and fresh salsa,Burrito
24919,Add guacamole and sour cream,Burrito
24920,Smaller version of our super burrito,Burrito
24921,Smaller version of our regular burrito,Burrito
24922,"Choice of beans (no lard) with rice, cheese and fresh salsa",Burrito
24924,Choice of beans and jack cheese,Burrito
24927,Choice of enchilada or ranchera sauce,Burrito
24929,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24930,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24935,Cabo style or caesar style.,Burrito
24936,"Black beans, rice, jack cheese, onions, cilantro and spicy chipotle  sauce.  choice of chicken, pork carnitas, steak, wahoo or shrimp",Burrito
24937,"Black or pinto beans, rice, cilantro and onions.  choice of chicken, pork carnitas, steak, wahoo or shrimp.",Burrito
24938,"Melted jack cheese, guacamole and pico de gallo.  choice of chicken, pork carnitas, steak, wahoo or shrimp.",Burrito
24939,"Meat, Eggs, and Cheese",Burrito
24940,Choose chicken or beef,Burrito
24942,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24945,"Shrimp or Chicken, rice and black beans, pico de gallo, grilled corn and pepper jack cheese wrapped in a flour tortilla.",Burrito
24950,"A large flour tortilla wrapped around your choice of filling cheese, chicken, beef or pork. smothered in mild red or spicy green sauce and topped with melted cheese, lettuce and tomato.",Burrito
24952,"Pork chorizo, pepper jack cheese, scrambled eggs, crispy potatoes",Burrito
24953,"Shredded beef, eggs, onion, and cheese",Burrito
24954,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
24956,"One filling, sofrito brown rice, and pinto beans on wrapped in a flour tortilla",Burrito
24957,"A large flour tortilla stuffed with chicken, beef, spinach, lettuce, tomatoes, avocado, beans, jalapeno peppers, topped with cheese and your choice of sauce",Burrito
24958,Flour tortilla stuffed with your choice of meat or vegetables served with your choice of sauce and topped with cheese,Burrito
24959,"Black bean rice, smoked jalapeno, onion, lettuce, pickles and diced tomato",Burrito
24961,"Black beans, Spanish rice, roasted vegetables, cheese, sour cream, cilantro, red and green sauce",Burrito
24965,"Pinto beans, eggs, potato, cheese. (vegan option available with tofu)",Burrito
24967,"Beans, rice, sauteed vegetables, shredded beef brisket",Burrito
24968,"French fries, mix cheese, meat choice, sour cream",Burrito
24973,"Skyline black beans and rice in a soft tortilla, topped with more black beans and rice, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
24974,"Skyline black beans and rice in a soft tortilla, topped with more black beans and rice and shredded cheddar cheese.",Burrito
24975,"Skyline chili in a soft tortilla, topped with more chili, diced tomatoes, lettuce, shredded cheddar cheese, sour cream and a black olive slice.",Burrito
24976,"Skyline chili in a soft tortilla, topped with more chili and shredded cheddar cheese.",Burrito
